Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2020 lo obtuvo por:,Agregue aquí su sugerencia
12/11/2020 21:28:40,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"PRESENTE UN TRAMITE EN AGOSTO Y FUE RESUELTO EN EL MES DE OCTUBRE.
DEBIDO A QUE LA ATENCION PRESENCIAL ESTA RESTRINGIDA ACONSEJO MAYOR CELERIDAD EN LA RESOLUCION DE LOS TRAMITES ON-LINE"
12/11/2020 21:08:00,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
12/11/2020 20:39:25,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/11/2020 20:39:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,MEJORAR EL TIEMPO DE RESPUESTA EN ALGUNO CASOS TARDA MUCHISIMO
12/11/2020 19:48:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/11/2020 18:08:27,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/11/2020 18:07:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Más opciones de trámites que deben hacerse vía web
12/11/2020 17:29:26,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/11/2020 17:12:39,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,ESTIMADOS ME PARECE QUE EL SISTEMA DE SELLADOS WEB ANDA MUY LENTO Y CUESTA GENERAR UN SELLADO 
12/11/2020 17:07:51,SI,SI,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,
12/11/2020 16:56:47,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"Creo que ha mejorado muchisimo la misma, en lo que va del ciclo 2020 he podido completar todos los tramites que he necesitado."
12/11/2020 16:42:10,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,"A pesar de todo lo sucedido este año, que es de publico conocimiento, creo que ha generado que todo lo debamos hacer via online, aprendiendo nuevas formas de hacer trámites, de manera eficiente. Creo que es muy buena idea la de que los trámites se hagan de manera online"
12/11/2020 15:48:33,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,ESTIMADOS GRACIAS. 
12/11/2020 15:34:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/11/2020 8:12:51,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/11/2020 11:23:38,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,
6/11/2020 11:21:25,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Siempre agregar toda la informacion que se pueda y que sea facil de encontrar
6/11/2020 11:21:11,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/11/2020 11:21:00,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
27/1/2020 14:08:04,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
