,ID,Genero,Auto,Propiedad,Hijos,Ingreso_anual,Tipo_trabajo,Nivel_educativo,Estado_civil,Vivienda,Telefono_laboral,Telefono_fijo,Email,Ocupacion,Tamaño_familia,Desempleado,Años_empleado,Edad
52339,5731424,M,1,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,4.93,55.73
52340,5159375,M,1,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,7.61,51.49
52347,5159434,M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,unknown,1,0,9.27,29.22
52355,5159447,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,51.27
52359,5159454,F,0,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1,0,3.69,40.68
52362,5159459,F,1,0,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,3,0,1.77,37.55
52370,5159477,F,0,0,0,81000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,1,0,unknown,1,1,0.0,63.13
52372,5159480,M,0,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Drivers,2,0,7.85,46.59
52373,5159486,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.44
52374,5159487,F,0,0,0,112500.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Waiters/barmen staff,1,0,0.68,24.73
52381,5159496,M,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,0,0,Drivers,1,0,2.02,31.84
52385,5159502,M,1,1,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,62.84
52386,5159521,F,0,1,0,240750.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,62.52
52388,5159534,F,0,1,0,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,63.04
52393,5159548,M,0,1,0,225000.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,unknown,2,0,8.77,40.49
52398,5159564,M,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,unknown,2,0,5.19,38.56
52408,5159573,M,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,0,3.69,50.93
52413,5159602,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,10.19,31.06
52415,5159604,F,0,1,0,112500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Laborers,2,0,0.44,48.0
52416,5159605,M,0,1,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,1.19,31.76
52425,5159614,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cooking staff,2,0,23.61,49.11
52435,5159633,F,0,1,0,202500.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2,0,7.61,56.75
52443,5159648,F,1,0,1,360000.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,3,0,8.27,40.19
52455,5159665,F,0,1,0,202500.0,Working,Higher education,Separated,House / apartment,0,0,0,Medicine staff,1,0,4.19,40.18
52456,5159682,F,0,1,0,144000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,64.19
52457,5159693,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,60.15
52465,5159704,M,0,1,0,130500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,63.85
52471,5159712,F,0,1,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,0,1.61,50.92
52477,5159721,M,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,0,3.61,40.19
52483,5159728,F,0,1,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,2.02,53.46
52485,5159732,F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,62.04
52487,5159736,F,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,17.86,51.62
52490,5159739,M,1,1,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,unknown,2,0,1.94,35.9
52494,5159752,M,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,6.86,43.3
52502,5159764,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,65.93
52509,5159772,F,0,1,0,274500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,2.94,40.66
52510,5159783,F,0,1,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2,0,20.44,44.1
52519,5159798,M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,8.28,35.84
52525,5159812,F,0,1,0,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,1,0,0.77,36.35
52527,5159820,F,0,0,0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,0,8.61,34.59
52530,5159836,F,1,0,1,135000.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,3,0,11.28,30.48
52531,5159837,M,0,0,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,2,0,4.61,36.96
52533,5159844,M,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,2.77,38.45
52539,5159853,F,0,0,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,0,0,unknown,1,1,0.0,66.37
52540,5159856,M,1,1,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,67.29
52548,5159867,F,0,1,0,99000.0,Commercial associate,Higher education,Widow,House / apartment,0,1,0,Sales staff,1,0,4.02,60.76
52549,5159868,M,1,1,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,62.48
52557,5159877,M,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,9.28,46.63
52563,5159891,F,1,1,1,261000.0,Working,Higher education,Separated,House / apartment,0,0,0,Core staff,2,0,8.61,32.35
52569,5159918,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,6.36,52.01
52583,5159937,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,66.15
52584,5159944,F,0,1,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,4,0,6.44,43.68
52590,5159950,M,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,8.77,28.87
52592,5159952,F,1,1,0,225000.0,Commercial associate,Incomplete higher,Single / not married,With parents,0,0,0,Sales staff,1,0,1.44,28.41
52598,5159961,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,0,8.11,41.18
52606,5159995,M,0,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,1.36,32.36
52611,5160004,M,1,1,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,5,0,12.77,38.58
52618,5160033,M,0,0,0,67500.0,Commercial associate,Lower secondary,Single / not married,Municipal apartment,0,0,0,Laborers,1,0,11.44,53.49
52620,5160039,F,0,1,0,202500.0,State servant,Incomplete higher,Married,With parents,0,0,0,Medicine staff,2,0,4.28,24.48
52633,5160054,F,0,1,0,67500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,65.73
52636,5160062,M,1,0,0,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Drivers,2,0,1.36,38.26
52638,5160064,F,0,1,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2,0,5.36,38.75
52640,5160066,F,0,1,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,0,0,0,unknown,2,1,0.0,67.94
52642,5160068,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3,0,5.19,39.5
52647,5160099,M,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Drivers,2,0,14.52,51.84
52661,5160121,M,0,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3,0,0.44,32.85
52667,5160128,F,0,1,0,292500.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,unknown,1,1,0.0,58.61
52671,5160133,M,1,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,12.94,56.43
52673,5160139,F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.51
52680,5160146,F,0,1,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,3,0,3.11,30.0
52681,5160169,F,0,1,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,0,10.19,43.07
52687,5160186,F,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,0,6.52,45.61
52689,5160188,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,1,0,6.77,27.19
52694,5160193,F,0,1,1,76500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3,0,6.77,30.77
52696,5160195,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2,0,1.28,46.78
52705,5160211,F,1,1,2,157500.0,Working,Higher education,Married,House / apartment,0,0,0,unknown,4,0,0.77,27.68
52709,5160216,F,0,1,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,0,12.61,49.44
52710,5160221,F,0,1,0,337500.0,Pensioner,Incomplete higher,Separated,House / apartment,0,0,0,unknown,1,1,0.0,59.06
52711,5160235,F,1,1,0,171000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Realty agents,2,0,10.28,40.21
52712,5160239,F,0,1,0,90000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,64.08
52716,5160258,F,0,1,0,40500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,61.04
52718,5160264,F,1,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Sales staff,2,0,3.61,54.49
52726,5160283,F,0,1,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Cooking staff,1,0,0.77,21.82
52728,5160285,F,1,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2,0,1.77,23.6
52734,5160298,F,1,0,0,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,2.11,47.87
52735,5160317,F,1,1,0,54000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,unknown,1,1,0.0,52.9
52738,5160336,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,0,10.61,51.99
52742,5160368,F,0,1,0,225000.0,State servant,Secondary / secondary special,Widow,Municipal apartment,1,1,0,Core staff,1,0,11.36,59.59
52755,5160389,F,1,1,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2,0,1.69,49.47
52758,5160393,F,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,2.44,38.38
52759,5160402,F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.7
52763,5160408,F,1,1,0,202500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,54.15
52765,5162419,F,0,1,2,225000.0,State servant,Higher education,Married,With parents,0,0,0,Cleaning staff,4,0,1.58,36.41
52770,5162424,M,0,0,0,180000.0,Commercial associate,Higher education,Single / not married,Rented apartment,1,0,0,Drivers,1,0,4.25,38.05
52776,5162430,F,0,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,unknown,3,0,3.41,38.25
52778,5162432,F,0,0,1,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,2,0,6.74,49.1
52781,5162436,M,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,0,2.83,23.41
52789,5162448,F,0,1,2,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,Core staff,4,0,10.41,32.05
52793,5162458,F,1,1,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2,0,2.33,35.67
52796,5162485,F,0,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2,0,6.08,28.01
52803,5162521,F,0,0,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Sales staff,2,0,7.83,50.62
52808,5162527,M,0,0,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,High skill tech staff,2,0,12.25,40.21
52809,5162547,F,0,0,2,76500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,4,0,9.16,40.23
52810,5162550,F,1,0,0,216000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,64.06
52815,5162556,M,1,0,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,0,0,0,unknown,2,1,0.0,63.09
52817,5162559,F,0,0,0,72000.0,Working,Higher education,Separated,House / apartment,0,0,0,Waiters/barmen staff,1,0,2.16,36.64
52818,5162560,M,0,0,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,unknown,2,0,0.16,43.56
52823,5162568,F,1,0,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,unknown,1,0,12.83,44.22
52826,5162571,M,1,0,0,90000.0,Commercial associate,Lower secondary,Married,With parents,1,1,0,Laborers,2,0,12.42,38.87
52828,5162578,F,0,0,1,157500.0,Commercial associate,Secondary / secondary special,Married,With parents,1,1,0,Sales staff,3,0,6.41,29.68
52830,5162595,F,0,0,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,unknown,3,0,21.74,44.75
52842,5162611,F,0,0,1,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,2,0,5.42,29.22
52846,5162623,M,1,0,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2,0,13.42,48.05
52850,5162631,F,0,0,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Sales staff,2,0,2.25,39.42
52851,5162658,M,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,8.25,36.79
52867,5162674,F,1,0,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,Sales staff,2,0,6.08,49.44
52869,5162676,M,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Managers,2,0,5.08,51.75
52875,5162684,F,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2,0,19.67,50.97
52876,5162688,F,0,0,1,49500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,3,0,9.25,41.86
52880,5162696,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,0,21.33,42.6
52885,5162702,F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,unknown,1,1,0.0,62.18
52887,5162706,M,1,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,0,11.92,48.48
52893,5162713,M,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,0,3.0,29.48
52895,5162715,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,9.16,33.63
52904,5162726,M,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,6.67,43.95
52909,5162735,F,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,21.33,42.09
52918,5162749,M,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,0,3.92,53.31
52933,5162761,F,0,0,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,11.83,50.87
52934,5162762,F,0,0,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,8.42,42.36
52940,5162768,M,1,0,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Drivers,1,0,1.33,33.3
52942,5162770,F,0,0,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,1,0,3.75,48.49
52947,5162778,F,1,0,0,391500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,0.5,44.91
52949,5162784,M,0,0,2,90000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Laborers,4,0,0.74,35.04
52950,5162785,F,1,0,1,135000.0,Commercial associate,Higher education,Married,Municipal apartment,1,0,0,unknown,3,0,8.67,39.74
52960,5162797,F,1,0,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,2.08,47.76
52965,5162802,F,0,0,2,360000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Laborers,4,0,14.16,37.07
52970,5162819,F,0,0,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Secretaries,2,0,3.33,46.73
52981,5162830,M,1,0,0,126000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Laborers,2,0,4.5,31.61
52985,5162834,F,0,0,1,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Realty agents,3,0,5.58,42.48
52992,5162861,M,0,0,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,0,0.5,23.43
52994,5162864,F,0,0,0,202500.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Private service staff,1,0,2.25,24.76
52999,5162869,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2,0,13.33,48.09
